城市,类型,店名,点评,人均,口味,环境,服务,,,,,,
南通,日本料理,福泽屋分店,80,121,7.4,7.4,7.4,,,,,,
南通,其他,兰庭茶叙(体育公园店),80,68,8,8.2,7.9,,,,,,
昆明,面包甜点,罗莎蛋糕(新迎店)分店,80,11,7.4,7.5,7.4,,,,,,
惠州,客家菜,嘉宴酒楼,80,50,7.3,7.4,7.3,,,,,,
石家庄,火锅,六车间主题餐厅,79,68,7.6,7.8,7.7,,,,,,
上海,川菜,青花椒砂锅鱼(开元地中海店)分店,79,81,8.1,8,8.4,,,,,,
上海,烧烤,白帽子八村烧烤海鲜(真元阁店),79,50,8.3,7.1,7.9,,,,,,
杭州,烧烤,鑫千里烤肉,79,45,7.3,7,7.2,,,,,,
台州,快餐简餐,兴旺阁(温岭总店),78,28,7.1,6.9,6.8,,,,,,
苏州,其他,草源小毛驴酒店(曼哈顿店),78,59,7.3,7.3,7.3,,,,,,
深圳,小吃快餐,五谷渔粉(蛇口店),78,12,7.5,7.2,7.3,,,,,,
上海,咖啡厅,edm cafe分店,78,42,8.4,8.5,8.9,,,,,,
广州,快餐简餐,华辉拉肠(沙河店)分店,78,13,6.5,6.5,6.2,,,,,,
东莞,湘菜,丈母娘家湘菜(虎门国际中心店),78,37,7.3,7.2,7.1,,,,,,
成都,火锅,马帮寨山寨火锅,78,86,8.2,8.8,8,,,,,,
成都,咖啡厅,星巴克(天府软件园店)分店,78,41,6.8,7,7,,,,,,
成都,咖啡厅,星巴克(中海国际店),78,44,7.5,7.6,7.2,,,,,,
重庆,火锅,北平楼涮羊肉,77,75,9.1,9,9.2,,,,,,
温州,火锅,烫菜广场(新店),77,72,7.4,7.3,7.4,,,,,,
天津,烤鱼,牧春麻辣香锅特色烤全鱼(工业大...分店,77,63,6.8,6.8,6.8,,,,,,
天津,小吃快餐,犟骨头(平山道店)分店,77,25,8.8,8.7,8.7,,,,,,
贵阳,咖啡厅,咖啡陪你(花果园店),77,37,7.1,7.4,7.2,,,,,,
天津,小吃快餐,张亮麻辣烫,76,22,7.9,8.2,8.3,,,,,,
重庆,咖啡厅,HIPPOCAFESHOP,75,27,7.8,8.8,9,,,,,,
宁波,西餐,阿兰碧卡,75,38,7.5,7.6,7.6,,,,,,
合肥,面包甜点,猫山king榴莲甜品(要素大市场店)分店,75,23,7.8,7.7,7.8,,,,,,
合肥,烧烤,岳家水浒烤肉,75,69,8.3,8.1,8.9,,,,,,
贵阳,火锅,林记顺心潮汕牛肉(飞山街店),75,89,7.6,7.9,7.7,,,,,,
成都,兔头/兔丁,廖记棒棒鸡(双林中横路直营店)分店,75,20,7.5,7.5,7.5,,,,,,
重庆,烧烤,家兴烧烤,74,32,7.5,7,7.4,,,,,,
武汉,湘菜,9020时尚餐厅,74,51,6.8,6.8,6.9,,,,,,
温州,快餐简餐,煌上煌(黎明西路店),74,23,7.4,7.5,7.5,,,,,,
青岛,海鲜,乔氏仰口海鲜(李村店)分店,74,120,7.1,7.1,7.1,,,,,,
南京,咖啡厅,COFFEEMARKS咖啡马卡斯(夫子庙店...,74,36,7.9,8.4,8.3,,,,,,
嘉兴,江浙菜,锦堂会所,74,364,7.7,7.7,7.6,,,,,,
广州,其他,泰豪时尚园林餐厅(百花广场店),74,68,6.7,7,6.7,,,,,,
北京,西餐,B-787 Cafe & Bar,74,120,9,9.1,9.1,,,,,,
珠海,小吃快餐,海象餐厅,73,70,7.4,7.6,7.2,,,,,,
重庆,小龙虾,李掌柜虾楼,73,112,8.2,8.4,8.7,,,,,,
西安,烧烤,玛丽家的牛肉(凤城五路赛高店)分店,73,44,8,7.8,8.6,,,,,,
苏州,其他,小金爆鱼,73,20,7.9,7.9,7.9,,,,,,
上海,面包甜点,团圆小点,73,40,9,9.1,9,,,,,,
厦门,小吃快餐,樊家唐瓷面(新景店)分店,73,22,7.3,7.3,7.3,,,,,,
泉州,面包甜点,爷茶,73,14,7.3,7.8,7.7,,,,,,
合肥,烧烤,祥记海鲜烧烤(1912店),73,78,7.4,7.5,7.7,,,,,,
哈尔滨,西餐,莉莉娅家常西餐(中央大街店),73,89,7.1,7.4,7.1,,,,,,
佛山,西餐,银太阳(雾岗路店),73,46,7,7.1,6.9,,,,,,
佛山,西餐,石湾宾馆爱琴海西餐厅,73,36,7.2,7.3,7.5,,,,,,
长沙,小吃快餐,华莱士(泉塘店)分店,72,19,7.3,7.3,7.3,,,,,,
长沙,小吃快餐,松桂坊腊味煲仔饭(梓园路店)分店,72,23,7,7.1,7.1,,,,,,
沈阳,烧烤,韩嘴水煎肉分店,72,64,8.1,7.7,8.5,,,,,,
沈阳,咖啡厅,遇咖啡馆,72,36,7.5,7.6,7.7,,,,,,
深圳,东北菜,金手勺东北菜馆,72,56,7.2,7.2,7.3,,,,,,
海口,小吃快餐,露莎(得胜沙店)分店,72,38,7.3,7.2,6.9,,,,,,
佛山,茶餐厅,幸福煮义(正苑店),72,60,7.2,7.5,7.4,,,,,,
北京,海鲜,秘辣(东坝店)分店,72,89,7.2,7.2,7.1,,,,,,
重庆,粤菜,Restaurant A(蓝湖郡店)分店,71,168,7.9,9.2,9.1,,,,,,
长春,日本料理,前进大厦大唐日本料理,71,209,7,7.2,7.1,,,,,,
上海,海鲜,尚滋味我家酸菜鱼(月浦店),71,82,6.7,6.8,6.7,,,,,,
南通,面包甜点,老伴豆花,71,17,8,8.1,8.1,,,,,,
嘉兴,海鲜,蒸会拼,71,130,9.1,9,8.9,,,,,,
郑州,西餐,豪泰来中西餐厅(瑞达路店)分店,70,48,7.3,7.1,7.2,,,,,,
长沙,西餐,优益沙拉吧,70,36,8.6,8.5,8.5,,,,,,
武汉,西餐,华莱士(新荣堤角店),70,17,7.6,7.5,7.4,,,,,,
温州,面包甜点,桂新园(仰义店)分店,70,14,7.5,7.5,7.5,,,,,,
泉州,海鲜,泉商希尔顿酒店,70,357,6.5,8.2,7.4,,,,,,
青岛,小吃快餐,阿香米线(金狮店),70,37,6.8,7,6.8,,,,,,
嘉兴,西餐,良库咖啡(嘉善店),70,73,7.8,8.6,8.3,,,,,,
惠州,快餐简餐,御品阿皇仔(江北三新店)分店,70,32,7.1,7.2,7.1,,,,,,
杭州,小吃快餐,肯德基(杭州西溪印象城店)分店,70,32,7.2,7.3,7.3,,,,,,
广州,茶餐厅,唐人街老杨包子,70,40,7.2,7.4,7.4,,,,,,
福州,西餐,EO蔬果料理(世欧店),70,75,7.6,8.2,7.6,,,,,,
大连,日本料理,一幸_,70,170,8.1,8.1,8.1,,,,,,
徐州,咖啡厅,Caffe Bene 咖啡陪你(万达广场店...,69,40,7.4,7.4,7.4,,,,,,
温州,快餐简餐,嘿！包子(南浦店),69,14,7.3,7.4,7.6,,,,,,
天津,海鲜,金元宝海鲜宫,69,140,7.6,8,7.5,,,,,,
绍兴,面包甜点,漫时光·私房蛋糕,69,23,7.8,7.9,7.9,,,,,,
大连,小吃快餐,张亮麻辣烫(软景店),69,22,7.9,7.9,7.5,,,,,,
大连,自助餐,众德济老汤剁馅灌汤饺自助,69,22,7.9,8,7.6,,,,,,
北京,粉面馆,晋爱面全国连锁,69,24,7.6,7.1,6.8,,,,,,
乌鲁木齐,其他,大碗厨烤鸭,68,49,7.4,7.3,7.3,,,,,,
苏州,川菜,牛蛙君炭烧牛蛙锅(方塔街店),68,64,7.7,7.8,7.6,,,,,,
上海,湘菜,新湘记,68,57,7.7,7.7,7.4,,,,,,
金华,面包甜点,美然·蛋糕烘焙专家(蒋堂店)分店,68,34,7.4,7.5,7.5,,,,,,
成都,串串香,钢管厂小郡肝串串(郫县中信城店),68,51,7.3,7.3,7.7,,,,,,
成都,小吃快餐,小吃地儿,68,16,8.2,7.7,7.3,,,,,,
常州,川菜,鱼家我家酸菜鱼(红梅店)分店,68,60,8.3,8.4,8.3,,,,,,
北京,粤菜,福临门,68,177,6.7,6.9,6.7,,,,,,
郑州,川菜,醉巴鲜烤鱼(德化无限城店)分店,67,58,7.9,7.8,7.9,,,,,,
长沙,火锅,犟娃重庆老火锅,67,78,7.4,7.9,7.4,,,,,,
无锡,面包甜点,味哒哒可丽饼,67,,7.3,7.6,7.7,,,,,,
天津,面包甜点,杜夫朗格蛋糕,67,202,9.1,9.2,9.2,,,,,,
深圳,海鲜,码头海鲜烧烤,67,38,7.3,7.2,7.3,,,,,,
广州,川菜,老家柴房,67,70,7.2,7.4,7.2,,,,,,
广州,日本料理,香巴拉坊(丽江花园店)分店,67,40,6.9,7.2,6.6,,,,,,
东莞,火锅,火汤港式牛肉火锅,67,117,8.3,7.9,8,,,,,,
成都,其他,秘_云端·咖啡·酒窝儿,67,46,7.5,8.1,7.9,,,,,,
烟台,西餐,必胜客(观海路店)分店,66,64,7.3,7.4,7.3,,,,,,
武汉,川菜,老房子(春江花月店),66,57,7.6,7.7,7.6,,,,,,
无锡,西餐,必胜客(江阴万达店)分店,66,86,7.7,7.6,7.5,,,,,,
苏州,苏州江浙,盘韵阁私房菜,66,92,7.7,7.6,7.5,,,,,,
上海,本帮江浙菜,玫瑰厅(来福士广场长宁店),66,152,9.1,9.2,9.1,,,,,,
上海,面馆,蔡师傅面馆,66,12,7.3,6.6,6.8,,,,,,
泉州,湘菜,桥亭活鱼小镇(东海店),66,55,7.4,7.3,7.3,,,,,,
东莞,火锅,味蜀吾老火锅(华南MALL店),66,72,7.2,7.3,7.2,,,,,,
大连,烧烤,大连胖姐活羊烧烤家乡菜分店,66,57,8.9,8.7,8.7,,,,,,
重庆,小吃快餐,乡村基(渝北龙山大道餐厅),65,18,7.3,7.3,7.2,,,,,,
天津,火锅,恩福来涮羊肉清真(南开大学店),65,60,8.9,8.6,9,,,,,,
沈阳,海鲜,韩乐道海鲜烤肉店,65,57,7.8,7.8,7.8,,,,,,
深圳,小吃快餐,麦当劳(莲塘店)分店,65,22,7,7,6.9,,,,,,
上海,韩国料理,福豚家韩国料理(九亭店),65,77,8.2,8.3,8.3,,,,,,
南京,烧烤,北方娃烤羊肉,65,75,8.5,8.5,8.7,,,,,,
广州,海鲜,水东渔村(梅花园店),65,56,7,6.7,6.9,,,,,,
广州,咖啡厅,安氏咖啡Ahn's Coffee,65,37,7.4,8.2,8.1,,,,,,
佛山,火锅,汕头老庄牛肉火锅(绿景店),65,39,7.4,7.3,7.3,,,,,,
北京,贵州菜,黔味居(黔人世家小馆)分店,65,45,7.6,7.3,7.4,,,,,,
苏州,面馆,东吴面馆(阊胥路店)分店,64,15,7,7.2,7.1,,,,,,
沈阳,日本料理,味千拉面(兴隆大都汇店),64,46,6.9,7.1,7,,,,,,
沈阳,西餐,萨不住闸披萨(云峰店),64,30,8.7,8.9,9,,,,,,
厦门,自助餐,厦门润丰吉祥温德姆至尊酒店全日...,64,184,7.2,8,7.5,,,,,,
济南,面包甜点,想念&味道,64,14,7.5,7.6,7.6,,,,,,
广州,粥粉面,味然香(区庄店)分店,64,12,7.1,6.8,6.7,,,,,,
东莞,小吃快餐,真功夫(寮步欧尚店)分店,64,20,7.4,7.5,7.5,,,,,,
大连,小吃快餐,万丰居包子铺,64,18,7,7.2,7,,,,,,
大连,小吃快餐,吉野家(渤海明珠店),64,29,7.2,7.3,7.3,,,,,,
成都,日本料理,丰寿司(小食堂),64,67,7.5,7.6,7.5,,,,,,
郑州,豫菜,76人老烩面(农业南路店)分店,63,19,7.2,7.3,7.2,,,,,,
无锡,无锡江浙,大船格餐厅,63,62,7.9,8.1,8.6,,,,,,
天津,韩国料理,长今家分店,63,73,8.1,8.2,8,,,,,,
济南,面包甜点,LA MIMOSA  拉米莫萨鲜花法式西...,63,49,8.7,8.7,8.8,,,,,,
福州,日本料理,元兆寿司(万象城店)分店,63,25,7.3,7.5,7.4,,,,,,
徐州,面包甜点,满记甜品(金鹰彭城广场店)分店,62,31,7.9,7.7,7.9,,,,,,
武汉,海鲜,小月靓虾(创业路金融街店)分店,62,78,7.6,7.4,7.5,,,,,,
苏州,其他,梦田香草(金鹰店),62,98,7.2,7.4,7,,,,,,
石家庄,农家菜,神农庄园酒店,62,65,7.4,7.7,7.2,,,,,,
深圳,粤菜,潮梅里卤鹅,62,63,8.5,8.2,8.3,,,,,,
宁波,面包甜点,糖纸甜品(银泰城店)分店,62,33,7.5,7.8,7.9,,,,,,
广州,川菜,Mr.Hi海鲜生●小龙虾.烧烤.川菜....,62,76,8,8.1,8,,,,,,
成都,粉面馆,钱坤面(2店),62,12,7.4,7.3,7.4,,,,,,
西安,小吃快餐,小六汤包(朝阳门店),61,33,8,8.4,7.9,,,,,,
宁波,面包甜点,麦棵丰老香港手工蛋糕(鼓楼二店),61,10,7.3,7.2,7.2,,,,,,
南京,西餐,奶酪屋,61,22,7.3,7.1,7.4,,,,,,
南京,火锅,火旗门·老北京火锅,61,103,8.3,8.5,8.6,,,,,,
昆明,火锅,读书铺酸笋鸡(滇池路旗舰店)分店,61,57,7.1,7,7,,,,,,
杭州,火锅,厕所串串(孩儿巷店),61,38,7.9,7.7,8,,,,,,
哈尔滨,东北菜,福成厚外婆家江鱼馆(宏伟路店),61,75,7.6,7.5,7.4,,,,,,
哈尔滨,火锅,炭火蛙居(开发区店),61,92,7.9,8.2,8.1,,,,,,
哈尔滨,面包甜点,鲜果时间(西五道街店)分店,61,10,7.3,7.2,7.2,,,,,,
贵阳,烧烤,牛太郎自助烧烤(万宜广场店),61,63,7,7,7,,,,,,
广州,韩国料理,妈妈厨房,61,33,7.4,7.1,7.5,,,,,,
成都,咖啡厅,名仕咖啡,61,48,7.5,7.6,7.6,,,,,,
重庆,其他,兰木肆·云南菜(源著店)分店,60,87,7.8,8.2,8.4,,,,,,
武汉,湘菜,彭厨(南湖店),60,58,6.6,6.8,6.4,,,,,,
绍兴,小吃面食,阿嬷泡芙(绍兴店),60,12,7.4,7.4,7.5,,,,,,
宁波,宁波江浙,小山村饭庄(惊驾路店),60,76,7.2,6.9,7,,,,,,
哈尔滨,东北菜,桂萍餐馆,60,31,8.4,7.4,7.9,,,,,,
广州,西北菜,西北狼(GoGo新天地店)分店,60,50,6.6,7.2,6.8,,,,,,
广州,其他,光禄第,60,27,7.4,7.5,7.3,,,,,,
福州,面包甜点,大叔奶茶,60,13,7.5,7.5,7.5,,,,,,
佛山,粤菜,新胜利__,60,72,7.8,7.9,7.5,,,,,,
东莞,小吃快餐,仟福粥城(时代店),60,53,7.4,7.4,7.5,,,,,,
珠海,其他,柒月一_,59,57,7.2,7.5,7.5,,,,,,
武汉,面包甜点,芭比颂(武胜路店)分店,59,22,8,8.5,8.5,,,,,,
乌鲁木齐,小吃面食,__肉饼,59,22,7.4,7.3,7.3,,,,,,
深圳,咖啡厅,君悦酒店-大堂吧分店,59,104,7.2,8.3,7.6,,,,,,
南通,西餐,暖舍西餐厅,59,194,7.4,7.8,7.5,,,,,,
昆明,云南菜,傣香淳(总店),59,57,7.3,7.2,6.8,,,,,,
杭州,面包甜点,AKOKO曲奇,59,165,7.6,7.6,7.5,,,,,,
广州,火锅,壹品柠檬鱼(汇侨店),59,46,7.9,7.8,8.1,,,,,,
佛山,面包甜点,探茶(龙江店),59,16,7.4,7.5,7.4,,,,,,
北京,湘菜,潇湘味庄(南口店),59,79,7,6.9,6.9,,,,,,
重庆,小龙虾,盱眙龙虾(龙湖紫都城店),58,87,8.1,7.8,8.2,,,,,,
郑州,火锅,掂档潮汕牛肉火锅(华润万象城店),58,75,6.9,7.6,7.1,,,,,,
西安,陕菜,福宝阁陕菜,58,51,7.4,7.7,6.8,,,,,,
武汉,川菜,一代天椒广告,58,57,7.6,7.9,8,,,,,,
石家庄,西餐,百客咖啡(百度大厦店)分店,58,69,7.3,7.7,7.5,,,,,,
青岛,面包甜点,松枝记(李村步行街店),58,14,8.2,8.1,8.2,,,,,,
南通,快餐简餐,饺翻天,58,20,7.4,7.6,7.4,,,,,,
合肥,小吃快餐,刘主任秘制牛肉面,58,13,7.6,7.5,7.6,,,,,,
广州,快餐简餐,小熊冒菜. 酸菜鱼麻辣香锅(大江...,58,40,7.3,8,8.3,,,,,,
福州,湘菜,婆一手(万达店)分店,58,38,7.3,7.3,7.4,,,,,,
成都,串串香,小郡肝砂锅串串(成飞店),58,52,7.9,7.8,7.7,,,,,,
西安,陕菜,老西安饭庄,57,51,6.4,6.7,6.5,,,,,,
乌鲁木齐,韩国料理,金爱尚韩国芝士年糕自助,57,55,7.9,8.1,8.4,,,,,,
泉州,日本料理,酒乐日本料理(南俊店)分店,57,255,8,7.4,7.7,,,,,,
合肥,火锅,虾吃虾涮,57,60,7.4,7.5,7.4,,,,,,
合肥,自助餐,虾兵蟹将,57,37,7.3,7.4,7.5,,,,,,
哈尔滨,咖啡厅,咖啡卜卜,57,30,7.2,7.3,7.3,,,,,,
成都,西餐,ET约而同,57,59,7.5,8.1,8.3,,,,,,
天津,其他,彤德莱(小站物美超市店),56,42,7.8,7.8,7.6,,,,,,
苏州,面包甜点,大通冰室(大润发店),56,17,7.5,7.6,7.7,,,,,,
厦门,小吃快餐,德克士(集美店),56,30,7.1,7.3,7.2,,,,,,
合肥,粤菜,大众卤菜,56,19,7.6,7.6,7.7,,,,,,
杭州,海鲜,旺角海鲜城,56,53,7.5,7.3,7.3,,,,,,
海口,湘菜,逅花园,56,74,7.5,7.3,6.9,,,,,,
广州,火锅,庭泊私房酸菜鱼,56,76,7.5,8,7.9,,,,,,
北京,火锅,甲丁南坪打边炉,56,103,8.7,8.7,8.6,,,,,,
北京,小吃快餐,金波亭,56,33,8.6,8.1,8.8,,,,,,
重庆,西餐,爱琴海咖啡(两路口店),55,45,7.1,7.2,7,,,,,,
西安,川菜,小口福,55,37,7.2,7.5,7.4,,,,,,
武汉,面包甜点,Hurom Juice 惠人芳(壹方购物中...,55,30,7.9,7.7,7.2,,,,,,
天津,面馆,比椒比椒重庆小面,55,14,7.5,7.6,7.6,,,,,,
沈阳,北京菜,聚福楼烤鸭坊,55,72,7.3,7.2,7.2,,,,,,
绍兴,面包甜点,CoCo都可(绍兴银泰城店),55,10,7.9,7.8,7.9,,,,,,
厦门,烧烤,炸出阁同安香骨鸡腿(明发商业广...,55,9,8.3,7.5,8.1,,,,,,
青岛,鲁菜,浩家苑菜馆,55,48,7.8,7.4,7.5,,,,,,
青岛,面包甜点,元祖食品(辽宁路店)分店,55,37,7.6,7.7,7.6,,,,,,
宁波,自助餐,重庆818自助火锅(徐家漕店)分店,55,45,7.3,7.3,7.4,,,,,,
南宁,川菜,韶山冲湘菜馆(民主店),55,58,7,7,7,,,,,,
杭州,咖啡厅,_一咖啡,55,50,7.5,7.4,7.5,,,,,,
东莞,小吃快餐,中山餐馆,55,20,7,6.4,6.7,,,,,,
大连,韩国料理,泡菜妈咪石板烤肉,55,71,7.3,7.5,7.5,,,,,,
成都,串串香,厕所串串(桂王桥北街店)分店,55,30,7.3,6.8,7.2,,,,,,
长春,其他,星巴克(中东新天地店),54,50,7.6,7.8,7.6,,,,,,
西安,自助餐,希尔顿花园酒店(花荟餐厅),54,130,7.3,8.1,7.9,,,,,,
无锡,面馆,银丝面馆(人民路店),54,15,6.9,7.1,6.9,,,,,,
苏州,日本料理,裕元日本料理,54,473,7.7,7.9,7.9,,,,,,
宁波,咖啡厅,Kuma island,54,35,7.2,7.4,7.3,,,,,,
哈尔滨,火锅,老华西(学府二道街店),54,57,7.2,7,7,,,,,,
贵阳,贵州菜,厨房里铁锅卤味(汇金星力城店),54,49,7.7,7.9,7.9,,,,,,
福州,其他,羽禾家宴,54,81,7.7,7.6,7.4,,,,,,
郑州,咖啡厅,咖啡阿琳娜,53,42,7.1,7.3,7.3,,,,,,
无锡,日本料理,钱宝儿和风便当,53,28,8.4,8.5,8.6,,,,,,
乌鲁木齐,快餐简餐,正新鸡排(小西沟家乐福店),53,14,7.7,7.6,7.6,,,,,,
绍兴,江浙菜,郑文琪龙虾盖浇饭(世贸店),53,29,7.4,7.4,7.5,,,,,,
南京,南京/江浙菜,八功德水,53,41,7.8,8.1,8.1,,,,,,
济南,烧烤,鼎昌轩铁板烧,53,41,7.1,6.4,6.6,,,,,,
成都,海鲜,馋味轩海鲜自助烤肉(阳光城店),53,42,7.3,7.3,7.5,,,,,,
成都,韩国料理,三国惹火烤肉(海上海店),53,71,7.2,7.5,6.9,,,,,,
中山,粤菜,华生行(富华道店)分店,52,26,7.2,6.9,6.8,,,,,,
长春,火锅,四牌楼老北京炭火锅,52,73,7.6,7.5,7.6,,,,,,
长春,韩国料理,韩一馆,52,29,6.7,6.7,6.7,,,,,,
长春,面包甜点,相思蜜哒甜品店,52,32,8,8.4,7.6,,,,,,
苏州,酒吧,Dr.Beer进口啤酒零售,52,32,,,,,,,,,
深圳,自助餐,熊大大自助火锅,52,53,6.9,6.9,6.9,,,,,,
深圳,其他,柴火饭庄,52,54,7.2,7,6.9,,,,,,
宁波,日本料理,掌柜家的猫,52,65,7.8,7.9,7.8,,,,,,
南昌,面包甜点,雪贝尔(洪城店),52,22,7.7,7.8,7.8,,,,,,
广州,素菜,思叙阁素食咖啡(北京路店),52,44,7.6,7.8,8.1,,,,,,
佛山,火锅,上院椰子鸡,52,90,7.5,7.7,7.5,,,,,,
常州,面包甜点,玛卡玛卡滋蛋仔(百货大楼店),52,21,7.6,7.6,7.6,,,,,,
长沙,西餐,哆哆基(宁乡南站店),51,20,7.4,7.4,7.5,,,,,,
太原,其他,认一力(桥头街总店),51,29,7.4,7.9,7.4,,,,,,
泉州,茶馆,古厝茶馆,51,56,,,,,,,,,
南宁,粤菜,维多利茶餐厅(望园店),51,23,7,7,6.9,,,,,,
惠州,快餐简餐,雄记猪肉汤(惠州华润万家店)分店,51,23,7.2,7.2,7.1,,,,,,
哈尔滨,面包甜点,StandingDrinks三丁茶饮(悦荟店),51,14,7.5,7.8,7.9,,,,,,
佛山,火锅,满香园火锅烤肉自助餐,51,43,6.8,7,6.8,,,,,,
西安,海鲜,广州龙记海鲜酒楼(早9点30至凌晨...,50,71,6.7,6.8,6.9,,,,,,
武汉,川菜,热火朝天麻辣香锅(银泰百货店),50,48,7.3,7.2,7.2,,,,,,
天津,川菜,鑫隆居石锅鱼,50,59,8,7.6,8.1,,,,,,
天津,川菜,川香嘴(万科水晶城店),50,30,7.3,7,7.1,,,,,,
太原,小吃快餐,金绣源粥品专家(翊粥店)分店,50,29,7.3,7.3,7.2,,,,,,
沈阳,海鲜,金岸海鲜饺子,50,79,6.7,6.6,6.6,,,,,,
青岛,西餐,汉堡王(青岛胶州宝龙广场店)分店,50,38,7.2,7.3,7.2,,,,,,
南京,面包甜点,泸溪河桃酥(福园街店),50,21,8.1,7.9,7.7,,,,,,
杭州,小吃快餐,肯德基(杭州丁桥店)分店,50,49,7.2,7.5,7.4,,,,,,
东莞,粤菜,豪京海鲜烧烤,50,79,7.1,7.1,7.3,,,,,,
成都,小龙虾,湖北杨记虾铺,50,64,7.3,7.1,7.2,,,,,,
重庆,韩国料理,金欧巴的炸鸡店(重庆店),49,48,7.6,7.2,7.5,,,,,,
天津,天津菜,仨皮俩馅,49,53,8.5,7.6,8.3,,,,,,
厦门,私房菜,杨帮煮私厨,49,63,7.9,8.1,7.9,,,,,,
青岛,小吃快餐,一捞鲜海鲜面(香港中路店)分店,49,53,8.5,8.3,8.4,,,,,,
宁波,火锅,鱼品记蒸汽石锅鱼,49,58,8.3,8.6,8.7,,,,,,
杭州,西餐,贵族世家牛排(立山店),49,70,7.3,7.4,7.5,,,,,,
重庆,其他,琥珀咖啡,48,89,7.5,8,7.9,,,,,,
无锡,日本料理,松根日料(海岸城店),48,120,7.7,8.6,7.6,,,,,,
无锡,西餐,汉堡王(苏南硕放国际机场店),48,49,7.4,7.6,7.4,,,,,,
乌鲁木齐,其他,大掌柜芦花鸡主题餐厅,48,53,7.2,7.1,7,,,,,,
太原,火锅,小皇牛筋头巴脑(大同路店),48,53,7.3,7.3,7.2,,,,,,
苏州,面包甜点,格瑞思,48,23,8.2,8.1,7.9,,,,,,
深圳,日本料理,一极鲜挪威三文鱼,48,56,7.6,7.4,7.6,,,,,,
宁波,日本料理,秋田家(箕漕街店)分店,48,297,7.4,7.5,7.5,,,,,,
宁波,海鲜,寻味鲜_海鲜,48,36,7.8,7.5,8,,,,,,
南京,面包甜点,希望先生 Mr.Wish,48,26,8.9,8.9,8.8,,,,,,
嘉兴,烧烤,烤乐滋,48,,7,7.3,7.2,,,,,,
成都,私房菜,1314cm私房餐厅,48,155,7.4,7.5,7.6,,,,,,
北京,粉面馆,贝尔特西餐厅Pentalounge,48,84,7.5,7.9,7.6,,,,,,
长沙,海鲜,一尾寻仙海鲜外送(四方坪店)分店,47,190,7,6.9,7.3,,,,,,
长春,川菜,你的心跳酸菜鱼(欧亚新生活),47,41,8.2,8.4,8.6,,,,,,
西安,陕菜,交大南洋大酒店中餐厅,47,55,7,7,7,,,,,,
西安,咖啡厅,歪的馆子whycoffee,47,35,7.9,7.9,7.9,,,,,,
深圳,火锅,六顺牛肉店(白石洲店),47,59,8.5,7.4,8.1,,,,,,
上海,小吃快餐,小杨生煎(虹口月亮湾店),47,24,7.6,7.9,7.8,,,,,,
宁波,面包甜点,可莎蜜_(万科广场店),47,33,8.2,8.4,8.2,,,,,,
宁波,面包甜点,大通冰室(轻纺城洛兹店),47,14,8.1,8,7.9,,,,,,
南宁,西餐,爱德华精品咖啡(青秀店),47,97,7.7,8.5,8,,,,,,
广州,快餐简餐,壹号炖品世家(龙珠店),47,42,7.2,7.1,7.2,,,,,,
福州,面包甜点,红糖馒头(温泉店),47,3,7.6,7.2,7.1,,,,,,
东莞,自助餐,虎门美思威尔顿酒店(海之光自助...,47,195,6.9,7.5,7.4,,,,,,
大连,咖啡厅,星巴克(大连机场国内候机楼店),47,39,8.5,8.5,8.4,,,,,,
常州,江浙菜,上海酒楼(会馆浜路店)分店,47,72,7.7,7.6,7.7,,,,,,
郑州,小吃快餐,祥记生煎(人民路店),46,18,7.1,7.2,7.2,,,,,,
烟台,咖啡厅,太平洋咖啡(振华店)分店,46,38,7.3,7.4,7.3,,,,,,
天津,火锅,王牌大虾(二马路店),46,86,7.7,7.6,7.6,,,,,,
青岛,面包甜点,松枝记(李村小吃街总店),46,12,7.8,7.5,7.8,,,,,,
南京,咖啡厅,Saerdna coffee(珠江路店)分店,46,26,8.4,7.9,8.2,,,,,,
大连,小吃快餐,王味轩螺蛳粉,46,16,8.2,7.6,8.2,,,,,,
大连,面包甜点,乐姿_子工坊(开发区安盛店),46,34,7.9,8.1,8,,,,,,
大连,东北菜,大连湾旭日饭店(大连湾店)分店,46,90,7.5,7.2,7,,,,,,
北京,北京菜,京门小院儿,46,62,8.3,8.5,8.3,,,,,,
重庆,西餐,轻点沙拉,45,36,7.1,7,7.1,,,,,,
西安,小吃快餐,饼娘煎饼屋(龙首店)分店,45,38,7.2,7.2,7.2,,,,,,
苏州,湘菜,江南公社(郭巷店),45,66,7.1,7,6.9,,,,,,
沈阳,西餐,沙拉有态度(创客基地店)分店,45,24,7.7,7.7,7.7,,,,,,
厦门,日本料理,山沽居炉端烧·酒,45,74,8.2,8.8,8.9,,,,,,
南京,南京/江浙菜,御苑宾馆中餐厅,45,201,8.1,7.8,8,,,,,,
济南,鲁菜,加个桌(南辛庄店)分店,45,48,7.3,7,7,,,,,,
济南,咖啡厅,大朴咖啡西餐厅,45,77,7,7.1,6.8,,,,,,
福州,面包甜点,张阿姨奶茶,45,10,7.3,7.4,7.4,,,,,,
佛山,其他,小绿柠越南汤粉(丽日广场店),45,30,7.9,8.1,8.5,,,,,,
成都,韩国料理,风云堂韩式烤肉(成华店),45,47,6.9,6.5,6.7,,,,,,
成都,咖啡厅,壹城壹品的美_馆,45,24,7.4,7.3,7.4,,,,,,
常州,川菜,桐趣风味酒楼(府翰店),45,83,7.2,7.1,6.7,,,,,,
